Gunnery/Sea Vehicle;GUNNERY<br>Subskills: Aerospace, Air Vehicle, Battlesuit, Ground Vehicle,<br>’Mech, ProtoMech, Sea Vehicle, Spacecraft, Turret<br>The Gunnery Skill is used by operators of most Combat<br>Vehicles, ’Mechs, battlesuits, and aerospace units to aim and<br>fi re the unit’s onboard weaponry in combat. The modifiers<br>that apply to these Skills are described in the relevant combat<br>chapters for Total Warfare, Tactical Operations and Strategic<br>Operations (though it is important to remember that such<br>modifi ers are applied to the roll TNs in those rulebooks, while A<br>Time of War inverts the same modifi ers and applies them to the<br>Skill Check for the same outcomes). The Gunnery Skill reflects<br>the use of weapons mounted directly on a broad range of<br>units, many of which have very diff erent functional interfaces.<br>As a result, Gunnery has a number of subskills, which must be<br>specifi ed at character creation.<br> Sea Vehicle: Gunnery/Sea Vehicle applies to the use of all<br>weapons mounted on Combat and Support Vehicles with<br>a displacement hull, hydrofoil or submersible naval vessel<br>motive system.
Gunnery/Spacecraft;GUNNERY<br>Subskills: Aerospace, Air Vehicle, Battlesuit, Ground Vehicle,<br>’Mech, ProtoMech, Sea Vehicle, Spacecraft, Turret<br>The Gunnery Skill is used by operators of most Combat<br>Vehicles, ’Mechs, battlesuits, and aerospace units to aim and<br>fi re the unit’s onboard weaponry in combat. The modifiers<br>that apply to these Skills are described in the relevant combat<br>chapters for Total Warfare, Tactical Operations and Strategic<br>Operations (though it is important to remember that such<br>modifi ers are applied to the roll TNs in those rulebooks, while A<br>Time of War inverts the same modifi ers and applies them to the<br>Skill Check for the same outcomes). The Gunnery Skill reflects<br>the use of weapons mounted directly on a broad range of<br>units, many of which have very diff erent functional interfaces.<br>As a result, Gunnery has a number of subskills, which must be<br>specifi ed at character creation.<br> Spacecraft: Gunnery/Spacecraft applies to the use of all<br>weapons mounted on large spacecraft, including DropShips,<br>JumpShips, WarShips and Space Stations.
Gunnery/Turret;GUNNERY<br>Subskills: Aerospace, Air Vehicle, Battlesuit, Ground Vehicle,<br>’Mech, ProtoMech, Sea Vehicle, Spacecraft, Turret<br>The Gunnery Skill is used by operators of most Combat<br>Vehicles, ’Mechs, battlesuits, and aerospace units to aim and<br>fi re the unit’s onboard weaponry in combat. The modifiers<br>that apply to these Skills are described in the relevant combat<br>chapters for Total Warfare, Tactical Operations and Strategic<br>Operations (though it is important to remember that such<br>modifi ers are applied to the roll TNs in those rulebooks, while A<br>Time of War inverts the same modifi ers and applies them to the<br>Skill Check for the same outcomes). The Gunnery Skill reflects<br>the use of weapons mounted directly on a broad range of<br>units, many of which have very diff erent functional interfaces.<br>As a result, Gunnery has a number of subskills, which must be<br>specifi ed at character creation.<br> Turret: Gunnery/Turret applies to the use of all weapons<br>mounted directly on fixed defense turrets and structures<br>(including Mobile Structures), as well as weapons mounted on<br>fixed-movement units (Rail Vehicles).
Interests;INTEREST<br>Subskills: Any academic or cultural pursuit or hobby<br>(History, Literature, Holo-Games, Sports Statistics and so on).<br> The Interest Skill is another great catchall Skill that includes<br>any specifi c area of study or specialized knowledge a character<br>possesses that is not covered by any other Skill on the character’s<br>record sheet.<br> Interest Skill Checks are used only to resolve tasks that fall<br>within the character’s area of interest, but are not adequately<br>represented by other Skills within this chapter. If the character<br>possesses another Skill that better fi ts a given situation, use that<br>Skill instead (even if it is at a lower level). For example, a technician<br>with the Interest/BattleMechs Skill at Level 4 cannot use it in place<br>of his Level 2 Technician/Nuclear Skill.<br> The gamemaster ultimately decides if a particular task in the<br>character’s job can be resolved using the Interest Skill, or must be<br>resolved with another Skill or Attribute Check.<br> Tiered Skill: To reflect the difference between casual “hobby-<br>level” interests and a dedicated expert in a subject, Interest is<br>represented in A Time of War as a Tiered Skill, progressing from<br>simple training at the lowest four levels (0 through 3) to a more<br>advanced and focused form common among specialists and<br>consultants.
Interrogation;INTERROGATION<br>Subskills: None<br>The Interrogation Skill covers the ability to extract information<br>from an individual who is unwilling to yield any. Beyond simple<br>torture, intimidation and persuasiveness, this Skill includes the<br>ability to determine (within reason) whether a subject is telling<br>the truth or lying. (Whether the subject is correct or not is a<br>diff erent matter entirely.)<br> Modifiers to an Interrogation Skill Check must include<br>the subject’s WIL (subtracted from the roll, as a penalty),<br>and may account for additional eff ects, such as the subject’s<br>health (injured or fatigued subjects are easier to break), the<br>interrogator’s methods (chemicals, force or the old “good<br>interrogator/bad interrogator” routine may provide varying<br>eff ects) and the amount of time taken (longer periods can wear<br>a subject down as the prospect of escape or rescue wanes,<br>producing a bonus). A successful Interrogation Check can reveal<br>as much as one critical or useful piece of information per point<br>of MoS; a failed check can translate to learning nothing, or—if<br>violence or torture is involved—the subject’s injury or death at<br>the interrogator’s hand.
Investigation;INVESTIGATION<br>Subskills: None<br>The Investigation Skill is used to gather evidence toward the<br>solution of a particular mystery, and is a favored Skill among police<br>detectives, private security and intelligence operatives. Using a<br>structured approach toward information gathering, characters<br>skilled in Investigation can identify what avenues and sequences<br>of research will most likely produce results, and can tap a broad<br>range of sources for information and evidence pertaining to a<br>particular crime or other past action.<br> Investigation Skill Checks focus on hard evidence and research<br>(gathering evidence from witnesses falls under the Interrogation<br>Skill), and should apply modifi ers based on the amount of<br>evidence gathered so far, balanced against the actual suspect’s<br>eff orts to cover his tracks (if any). The process can take hours<br>or days depending on the investigator’s meticulousness, the<br>suspect’s caution, and pure dumb luck, with every successful roll<br>made after that period either eliminating one or more suspects or<br>adding one or more bits of signifi cant evidence—after which, the<br>process begins again. Failed Investigation Checks turn out to be<br>dead ends or false leads, wasting valuable resources and time the<br>investigator simply may not have.<br> The Investigation Skill has no subskills, but characters may<br>specialize in forensics (the analysis of physical evidence) or<br>research (the analysis of records and media) as a focus for their<br>evidence gathering.<br> Gamemasters should take great care, however; it can be all too<br>tempting for a player to roll his character’s way to the conclusion<br>of an investigation using this Skill.
Language;LANGUAGE<br>Subskills: Any specific language<br>A wide variety of languages exists within the BattleTech universe.<br> While standard English is spoken on almost every inhabited world,<br>most realms—and their member worlds—have also developed<br>layers of their own languages, dialects and terminology (some<br>dating back to pre-Exodus Terra) that combine to make interstellar<br>travel an enlightening experience in cultural diversity.<br>A character’s Language Skill identifi es the languages he can<br>speak, understand and (usually) read, with each Language<br>subskill identifying one language in the character’s repertoire.<br> Language Skill Checks are almost never necessary in game<br>play; the character is generally considered to be automatically<br>successful at understanding any language for which he has a<br>Skill Level of 0 (though he will speak it with a pronounced local<br>accent), and with basic reading comprehension possible at Level<br>1 (unless the character has the Illiterate Trait; see p. 119). At Level<br>2, the character attains enough ability in the language that he<br>can be understood by another character who has only recently<br>learned the words himself (eff ectively eradicating the worst of his<br>accent), while a character at Level 3 is considered fl uent. At a Skill<br>Level of 4 or higher, the character’s command of the language<br>is considered excellent, with an expanded vocabulary and clear<br>enough enunciation to be easily understood anywhere the<br>language is spoken.
Leadership;LEADERSHIP<br>Subskills: None<br>The Leadership Skill is used to inspire and motivate subordinates<br>to follow the character’s commands, and is a common Skill among<br>military and political leaders (for obvious reasons). A Leadership<br>Skill Check is typically not required in normal game play, but may<br>be called for when attempting to exhort NPCs to do something<br>questionable or potentially suicidal (in which case, a penalty<br>modifi er should be applied that refl ect s th e relativ e danger<br>presented by following the command).<br> The Leadership Skill can also provide an Initiative bonus to<br>a team of characters during personal combat (see p. 166) as<br>long as the character using the Skill is, in fact, in command<br>of the team and able to communicate with them during the<br>battle. Leadership can also provide an Initiative bonus in<br>tactical combat (see p. 204) at the gamemaster’s discretion (as<br>it means the enemy’s Leadership Skill should also be applied).
Martial Arts;MARTIAL ARTS<br>Subskills: None<br>At its most basic levels, the Martial Arts Skill represents<br>the character’s prowess in unarmed (or virtually unarmed)<br>melee combat. With this Skill, the character’s fists and feet<br>are weapons, though not until he achieves higher levels of<br>expertise can the character exchange brute force, adrenaline<br>and fury with the skilled focus of a true fi ghter.<br> The rules for using the Martial Arts Skill in personal combat<br>appear on pp. 175-177. Specialties exist that encompass the<br>various styles of martial arts available (such as boxing, gung<br>fu, karate and the like), but in A Time of War, these specialties<br>merely refl ect the potential attained in advanced Martial Arts<br>Skill levels. Though each style has its strengths and weaknesses,<br>the basic rules remain the same in standard game play.<br> Tiered Skill: To refl ect the diff erence between crude street<br>fi ghting and the skills of a honed hand-to-hand killer, Martial<br>Arts is represented in A Time of War as a Tiered Skill, progressing<br>from simple training at the lowest four levels (0 through 3) to a<br>more advanced and sophisticated style available only through<br>dedicated training and experience. Even though a character<br>may spend all of his martial arts training career learning judo,<br>karate and other specialized fi ghting forms, it is only after<br>reaching advanced levels (4 and up) that these styles truly<br>take hold and enable the character to deliver stronger and<br>more precise blows in combat.
MedTech/General;MEDTECH<br>Subskills: General, Veterinary<br> The MedTech Skill represents basic medical training,<br>including everything from fi rst aid (Skill Level 0) to basic<br>pharmacology and other “field medicine.” A skilled MedTech<br>can stabilize wounded characters in combat, treat characters<br>who have undergone surgery and who are in recovery, and<br>perform all duties and procedures that might be asked of a<br>nurse or a clinical doctor, but falls just shy of being able to<br>perform major surgery. Additional rules covering the use of<br>MedTech Skills in game play are described under Healing and<br>Recovery in the Personal Combat chapter (see pp. 192-195).<br>MedTech has two main subskills: General and Veterinary.<br> General: MedTech/General is the subskill used to treat<br>human patients in A Time of War.
MedTech/Veterinary;MEDTECH<br>Subskills: General, Veterinary<br> The MedTech Skill represents basic medical training,<br>including everything from fi rst aid (Skill Level 0) to basic<br>pharmacology and other “field medicine.” A skilled MedTech<br>can stabilize wounded characters in combat, treat characters<br>who have undergone surgery and who are in recovery, and<br>perform all duties and procedures that might be asked of a<br>nurse or a clinical doctor, but falls just shy of being able to<br>perform major surgery. Additional rules covering the use of<br>MedTech Skills in game play are described under Healing and<br>Recovery in the Personal Combat chapter (see pp. 192-195).<br>MedTech has two main subskills: General and Veterinary.<br> Veterinary: The MedTech/Veterinary subskill is used in<br>the treatment of animals. However, given the sheer diversity<br>of life in the BattleTech universe, veterinary MedTechs should<br>further defi ne their area of expertise with a specialty species<br>or class of species (examples might include Avians, Terrestrial<br>Mammals or Trachzoi).
Melee Weapons;MELEE WEAPONS<br>Subskills: None<br> Similar to Martial Arts, the Melee Weapons Skill has two<br>effective levels of sophistication. At its most basic, the Melee<br>Weapons Skill represents the character’s ability to use a<br>variety of close-quarters weapons, from knives and clubs to<br>whips and staves. Using this Skill grants the character some<br>eff ectiveness with such basic weaponry, but only at higher<br>levels of expertise does the character abandon the wild swings<br>and over-powered lunges of basic knife-fighting in favor of<br>the fi nesse of swordfi ghting.<br>The rules for using the Melee Weapons Skill in personal<br>combat appear on pp. 175-177. Though melee weapons vary<br>greatly, specialties—rather than subskills—are recommended<br>to emphasize the character’s greater expertise with any one class<br>of melee weapon. Recommended specialties include Blades<br>(covering weapons like daggers, shivs, swords and most vibro-<br>weapons), Blunt Weapons (covering clubs, maces and staves)<br>and Whips (covering non-rigid melee weapons such as chains,<br>flails, nunchaku and lashes).<br> Tiered Skill: To reflect the difference between rudimentary<br>knife-fi ghting and the skills of a close-in weapons master,<br>Melee Weapons is represented in A Time of War as a Tiered Skill,<br>progressing from simple training at the lowest four levels (0<br>through 3), to more advanced and sophisticated techniques<br>available only through dedicated training and experience.
Navigation/Air;NAVIGATION<br>Subskills: Air, Ground, K-F Jump, Sea, Space<br> Travelling to a specific destination is impossible without luck,<br>signs or the Navigation Skill. A character with this Skill can use<br>various tools, such as maps, compasses, electronic navigational<br>instruments and so on to determine his location, and how to get<br>wherever he wants to go. A Navigation Skill Check isn’t necessary<br>every time a character tries to go somewhere, especially if he is<br>already familiar with traveling to and from the location in question,<br>but it may be used periodically in unfamiliar territories, or when<br>lost behind enemy lines.<br>Navigation has fi ve main subskills, each based on a different<br>traveling medium: Air, Ground, K-F Jump, Sea and Space.<br> Air: Navigation/Air is the Skill used to plot an aircraft’s course<br>through a planetary atmosphere, identifying the safest and most<br>effi cient routes around weather phenomena, locating emergency<br>landing sites in the event of danger, and finding one’s way with<br>the aid of anything from local starlight and compass readings to<br>state-of-the-art sensors and air-traffic control input.
Navigation/Ground;NAVIGATION<br>Subskills: Air, Ground, K-F Jump, Sea, Space<br> Travelling to a specific destination is impossible without luck,<br>signs or the Navigation Skill. A character with this Skill can use<br>various tools, such as maps, compasses, electronic navigational<br>instruments and so on to determine his location, and how to get<br>wherever he wants to go. A Navigation Skill Check isn’t necessary<br>every time a character tries to go somewhere, especially if he is<br>already familiar with traveling to and from the location in question,<br>but it may be used periodically in unfamiliar territories, or when<br>lost behind enemy lines.<br>Navigation has fi ve main subskills, each based on a different<br>traveling medium: Air, Ground, K-F Jump, Sea and Space.<br> Ground: The Navigation/Ground Skill covers finding one’s way on<br>highways and byways, as well as in the deep wilderness on foot.
Navigation/K-F Jump;NAVIGATION<br>Subskills: Air, Ground, K-F Jump, Sea, Space<br> Travelling to a specific destination is impossible without luck,<br>signs or the Navigation Skill. A character with this Skill can use<br>various tools, such as maps, compasses, electronic navigational<br>instruments and so on to determine his location, and how to get<br>wherever he wants to go. A Navigation Skill Check isn’t necessary<br>every time a character tries to go somewhere, especially if he is<br>already familiar with traveling to and from the location in question,<br>but it may be used periodically in unfamiliar territories, or when<br>lost behind enemy lines.<br>Navigation has fi ve main subskills, each based on a different<br>traveling medium: Air, Ground, K-F Jump, Sea and Space.<br> K-F Jump: The Navigation/K-F Jump Skill is used to plot safe<br>jump points and identify the most efficient interstellar routes<br>for JumpShips and WarShips traveling between worlds. Use of<br>this Skill relies heavily on the vessel’s computers and a wealth of<br>astronomical data, enabling the navigator to plot courses using<br>either the conventional “safe” destinations of solar zenith and<br>nadir jump points, or the far more unpredictable and risky pirate<br>points that dot every planetary system.
Navigation/Sea;NAVIGATION<br>Subskills: Air, Ground, K-F Jump, Sea, Space<br> Travelling to a specific destination is impossible without luck,<br>signs or the Navigation Skill. A character with this Skill can use<br>various tools, such as maps, compasses, electronic navigational<br>instruments and so on to determine his location, and how to get<br>wherever he wants to go. A Navigation Skill Check isn’t necessary<br>every time a character tries to go somewhere, especially if he is<br>already familiar with traveling to and from the location in question,<br>but it may be used periodically in unfamiliar territories, or when<br>lost behind enemy lines.<br>Navigation has fi ve main subskills, each based on a different<br>traveling medium: Air, Ground, K-F Jump, Sea and Space.<br> Sea: The Navigation/Sea Skill is used to guide water-based<br>vessels at (and under) sea, using any aids available from the<br>placement of stars in the night sky and simple compasses to the<br>latest in GPS technology.
Navigation/Space;NAVIGATION<br>Subskills: Air, Ground, K-F Jump, Sea, Space<br> Travelling to a specific destination is impossible without luck,<br>signs or the Navigation Skill. A character with this Skill can use<br>various tools, such as maps, compasses, electronic navigational<br>instruments and so on to determine his location, and how to get<br>wherever he wants to go. A Navigation Skill Check isn’t necessary<br>every time a character tries to go somewhere, especially if he is<br>already familiar with traveling to and from the location in question,<br>but it may be used periodically in unfamiliar territories, or when<br>lost behind enemy lines.<br>Navigation has fi ve main subskills, each based on a different<br>traveling medium: Air, Ground, K-F Jump, Sea and Space.<br> Space: The Navigation/Space Skill is used to pilot spacecraft in<br>deep space, using magnetic cues, electronic signs and the like to<br>guide a spacecraft safely between distant points (such as from a<br>star system’s zenith recharge station to its primary planet).
Negotiation;NEGOTIATION<br>Subskills: None<br> At its simplest, the Negotiation Skill is used to reach a<br>compromise between two or more parties, be it for political,<br>commercial or legal reasons. As a Skill, Negotiation requires no<br>roll if the haggling characters are all player characters: it should<br>be simple enough for two players to role-play their way through<br>a discussion among themselves rather than let the dice decide<br>for them.<br> To resolve a negotiation with an NPC, however, this Skill<br>becomes almost paramount, as the negotiating player character<br>must now pit his Negotiation Skill (if any) against that of the subject<br>in a straight Opposed Action Check. At the gamemaster’s<br>discretion, additional modifi ers may be applied to the player<br>character’s roll, to refl ect stubbornness or reluctance on the<br>opposing NPC’s part.<br> A successful negotiation on the player character’s part will<br>earn him some concessions from the NPC. If the negotiation<br>is about money or other quantifiable resources, it can reduce<br>an asking price by up to 5 percent per point of net MoS (or<br>force the NPC to accept a price up to 5 percent higher than<br>he wished for, per net MoS point). If the discussion is about<br>politics, the NPC may concede a key point or promise some<br>degree of political support. If legal, the NPC will plea bargain<br>more in the player character’s favor. A failed negotiation<br>means the NPC does not budge; if the roll is bad enough, it<br>can even represent a walk-out in the midst of the negotiations<br>as the NPC decides to break off talks.<br> The Negotiation Skill has no subskills, but characters may<br>specialize in commercial, legal or political negotiations if they<br>are in a profession that could benefi t from such specialization.<br>Commercial Negotiation Skills cover the terms and conditions<br>surrounding the procurement and pricing of goods and services:<br>legal Negotiation Skills focus on litigation and determining guilt<br>or innocence in accordance with local laws. Finally, political<br>Negotiation Skills cover public debates, policy discussions, the<br>winning over of allies and/or the placating of enemies.
Perception;PERCEPTION<br>Subskills: None<br> Perception determines a character’s awareness of his<br>surroundings, and is one of the most commonly used<br>Skills in A Time of War. With this Skill, the character uses<br>all his senses (not just his eyes and ears) to spot signs of<br>danger or clues to a puzzle in his immediate environment,<br>though modifi ers may apply based on darkness, weather<br>conditions, atmospheric taints and other sensory-affecting<br>conditions. Whether attempting to spot an unusual shadow<br>or movement that could be a hidden sniper, or picking up<br>on the non-verbal signals given off by other people trying to<br>convey a message, Perception Skill Checks can be made any<br>time the character decides to scrutinize his environment and<br>other individuals around him. Searching a location requires<br>a Perception Check, as does conducting surveillance or<br>eavesdropping on a conversation. Yet for all its applications,<br>gamemasters and players should be careful not to overuse<br>the Perception Skill, as constant dice rolling to sniff out signs<br>and clues can leave the character totally unprepared to deal<br>with the dangers he’s overlooked.
Piloting/Aerospace;PILOTING<br>Subskills: Aerospace, Air Vehicle, Battlesuit, ’Mech,<br>ProtoMech, Spacecraft<br> The Piloting Skill is used by operators of most Combat and<br>Support Vehicles, ’Mechs, battlesuits and aerospace units to<br>control and maneuver their vehicles in and out of combat.<br> The modifiers that apply to these Skills are described in the<br>relevant combat chapters for Total Warfare, Tactical Operations<br>and Strategic Operations (though it is important to remember that<br>such modifi ers are applied to the roll TNs in those rulebooks, while<br>A Time of War inverts the modifi ers and applies them to the Skill<br>Check for the same outcomes). Given the wide range of vehicles<br>and other units available in the thirty-fi rst century universe, a<br>correspondingly wide range of subskills exists for Piloting, which<br>must be specifi ed at character creation.<br> Aerospace: Piloting/Aerospace covers control and flight<br>systems used by small aerospace units, including aerospace<br>fi ghters, Small Craft and Satellite Support Vehicles.
Piloting/Air Vehicle;PILOTING<br>Subskills: Aerospace, Air Vehicle, Battlesuit, ’Mech,<br>ProtoMech, Spacecraft<br> The Piloting Skill is used by operators of most Combat and<br>Support Vehicles, ’Mechs, battlesuits and aerospace units to<br>control and maneuver their vehicles in and out of combat.<br> The modifiers that apply to these Skills are described in the<br>relevant combat chapters for Total Warfare, Tactical Operations<br>and Strategic Operations (though it is important to remember that<br>such modifi ers are applied to the roll TNs in those rulebooks, while<br>A Time of War inverts the modifi ers and applies them to the Skill<br>Check for the same outcomes). Given the wide range of vehicles<br>and other units available in the thirty-fi rst century universe, a<br>correspondingly wide range of subskills exists for Piloting, which<br>must be specifi ed at character creation.<br> Air Vehicle: Piloting/Air Vehicle covers control and flight<br>systems used by atmospheric-only units, including Airship Support<br>Vehicles, conventional fighters, VTOLs and WiGE vehicles.
Piloting/Battlesuit;PILOTING<br>Subskills: Aerospace, Air Vehicle, Battlesuit, ’Mech,<br>ProtoMech, Spacecraft<br> The Piloting Skill is used by operators of most Combat and<br>Support Vehicles, ’Mechs, battlesuits and aerospace units to<br>control and maneuver their vehicles in and out of combat.<br> The modifiers that apply to these Skills are described in the<br>relevant combat chapters for Total Warfare, Tactical Operations<br>and Strategic Operations (though it is important to remember that<br>such modifi ers are applied to the roll TNs in those rulebooks, while<br>A Time of War inverts the modifi ers and applies them to the Skill<br>Check for the same outcomes). Given the wide range of vehicles<br>and other units available in the thirty-fi rst century universe, a<br>correspondingly wide range of subskills exists for Piloting, which<br>must be specifi ed at character creation.<br> Battlesuit: Piloting/Battlesuit covers control and operation of<br>battle armor, power armor (light) and exoskeletons. Though such<br>suits are more worn than “driven” by their operators, this Skill<br>covers their operation, whether designed with humanoid chassis<br>or as four-legged.
Piloting/'Mech;PILOTING<br>Subskills: Aerospace, Air Vehicle, Battlesuit, ’Mech,<br>ProtoMech, Spacecraft<br> The Piloting Skill is used by operators of most Combat and<br>Support Vehicles, ’Mechs, battlesuits and aerospace units to<br>control and maneuver their vehicles in and out of combat.<br> The modifiers that apply to these Skills are described in the<br>relevant combat chapters for Total Warfare, Tactical Operations<br>and Strategic Operations (though it is important to remember that<br>such modifi ers are applied to the roll TNs in those rulebooks, while<br>A Time of War inverts the modifi ers and applies them to the Skill<br>Check for the same outcomes). Given the wide range of vehicles<br>and other units available in the thirty-fi rst century universe, a<br>correspondingly wide range of subskills exists for Piloting, which<br>must be specifi ed at character creation.<br> ’Mech: Piloting/’Mech covers control and operation of<br>BattleMechs and IndustrialMechs, including biped and four-legged<br>chassis and the use of any non-ranged industrial equipment and<br>melee combat weapons if necessary.
Piloting/ProtoMech;PILOTING<br>Subskills: Aerospace, Air Vehicle, Battlesuit, ’Mech,<br>ProtoMech, Spacecraft<br> The Piloting Skill is used by operators of most Combat and<br>Support Vehicles, ’Mechs, battlesuits and aerospace units to<br>control and maneuver their vehicles in and out of combat.<br> The modifiers that apply to these Skills are described in the<br>relevant combat chapters for Total Warfare, Tactical Operations<br>and Strategic Operations (though it is important to remember that<br>such modifi ers are applied to the roll TNs in those rulebooks, while<br>A Time of War inverts the modifi ers and applies them to the Skill<br>Check for the same outcomes). Given the wide range of vehicles<br>and other units available in the thirty-fi rst century universe, a<br>correspondingly wide range of subskills exists for Piloting, which<br>must be specifi ed at character creation.<br> ProtoMech: Piloting/ProtoMech applies to control and<br>operation of ProtoMechs.
Piloting/Spacecraft;PILOTING<br>Subskills: Aerospace, Air Vehicle, Battlesuit, ’Mech,<br>ProtoMech, Spacecraft<br> The Piloting Skill is used by operators of most Combat and<br>Support Vehicles, ’Mechs, battlesuits and aerospace units to<br>control and maneuver their vehicles in and out of combat.<br> The modifiers that apply to these Skills are described in the<br>relevant combat chapters for Total Warfare, Tactical Operations<br>and Strategic Operations (though it is important to remember that<br>such modifi ers are applied to the roll TNs in those rulebooks, while<br>A Time of War inverts the modifi ers and applies them to the Skill<br>Check for the same outcomes). Given the wide range of vehicles<br>and other units available in the thirty-fi rst century universe, a<br>correspondingly wide range of subskills exists for Piloting, which<br>must be specifi ed at character creation.<br> Spacecraft: Piloting/Spacecraft applies to control and flight<br>systems used by larger aerospace units, including DropShips,<br>JumpShips, WarShips and Space Stations.
Prestidigitation/Pick Pocket;PRESTIDIGITATION<br>Subskills: Pick Pocket, Quickdraw, Sleight of Hand<br> Characters skilled in Prestidigitation have trained their manual<br>dexterity to an exceptional degree. They are capable of manual<br>feats in excess of the average person, even those who are naturally<br>very dexterous.<br>This Skill can be used in a variety of ways, each identified as a<br>subskill below.<br> Pick Pocket: Prestidigitation/Pick Pocket is used to<br>surreptitiously remove items from a person. To determine if<br>the victim remains unaware of the event, the pick-pocketing<br>character and his victim should roll an Opposed Action Check,<br>pitting the pickpocket’s Prestidigitation against the victim’s<br>Perception. If the pickpocket fails, he’s caught red-handed. If<br>not, he can slide back into the shadows undetected (and likely<br>somewhat richer for the effort.)<br> Tiered Skill: To reflect the difference between casual “hobby-<br>level” prestidigitation and the skills of a dedicated professional,<br>Prestidigitation is represented in A Time of War as a Tiered Skill,<br>progressing from simple training at the lowest four levels (0<br>through 3) to a more advanced and focused form that separates<br>the magicians from the simple tricksters.
Prestidigitation/Quickdraw;PRESTIDIGITATION<br>Subskills: Pick Pocket, Quickdraw, Sleight of Hand<br> Characters skilled in Prestidigitation have trained their manual<br>dexterity to an exceptional degree. They are capable of manual<br>feats in excess of the average person, even those who are naturally<br>very dexterous.<br>This Skill can be used in a variety of ways, each identified as a<br>subskill below.<br> Quickdraw: This subskill is used to quickly prepare a small<br>weapon for use, hopefully before the character’s would-be<br>opponent can react. A successful Prestidigitation/Quickdraw<br>Check gives the player character a free action to prepare his<br>weapons before others can act. Failure means the character’s<br>move is so clumsy and awkward that he loses the element of<br>surprise, or he fumbles and drops the weapon.<br> Tiered Skill: To reflect the difference between casual “hobby-<br>level” prestidigitation and the skills of a dedicated professional,<br>Prestidigitation is represented in A Time of War as a Tiered Skill,<br>progressing from simple training at the lowest four levels (0<br>through 3) to a more advanced and focused form that separates<br>the magicians from the simple tricksters.
Prestidigitation/Sleight of Hand;PRESTIDIGITATION<br>Subskills: Pick Pocket, Quickdraw, Sleight of Hand<br> Characters skilled in Prestidigitation have trained their manual<br>dexterity to an exceptional degree. They are capable of manual<br>feats in excess of the average person, even those who are naturally<br>very dexterous.<br>This Skill can be used in a variety of ways, each identified as a<br>subskill below.<br> Sleight of Hand: Prestidigitation/Sleight of Hand reflects<br>the ability to produce (or make disappear) small objects with a<br>dexterous fl air. Characters can use this Skill to pilfer objects kept<br>in plain sight, or to entertain others with feats of wonder.<br> Tiered Skill: To reflect the difference between casual “hobby-<br>level” prestidigitation and the skills of a dedicated professional,<br>Prestidigitation is represented in A Time of War as a Tiered Skill,<br>progressing from simple training at the lowest four levels (0<br>through 3) to a more advanced and focused form that separates<br>the magicians from the simple tricksters.
Protocol;PROTOCOL<br>Subskills: By Affiliation<br> A Character skilled in Protocol is aware of the formalities, bylaws,<br>quirks and red tape associated with a particular faction’s political<br>rulers and high society. A successful roll using this Skill can help the<br>character navigate the bureaucracy and get things done through<br>the proper channels. Career officers and businessmen are often<br>strong in Protocol, and in some nations it affects promotion to a<br>greater degree than competence.<br> A typical Protocol Skill Check is used whenever the character<br>seeks to cash in a favor or hook up with a contact in the local<br>government or military apparatus. The difficulty of this effort<br>depends on the character’s relative importance, how busy<br>his local connections may be, and what resources he’s willing<br>to trade to gain an audience. A successful Protocol Check can<br>also help the character avoid embarrassing slips by identifying<br>the important people at a local political or social event, and<br>recognize any quirks in local customs necessary to win respect<br>and minimize off ense.<br> Subskills: As social, legal and bureaucratic customs vary<br>greatly between realms and Clans, the Protocol Skill employs the<br>Affiliation of its use as a subskill. A character with the Protocol/<br>Lyran Alliance Skill, for example, would be completely out of his<br>element in the Draconis Combine (though he could later pick up<br>Protocol/Draconis Combine to circumvent that).
Running;RUNNING<br>Subskills: None<br> Except for the handicapped, virtually all characters in A Time of<br>War can run, but characters with the Running Skill have trained<br>themselves to run farther, faster and longer than the average<br>Joe. A Running Skill Check in game play is virtually unheard of,<br>but characters with this Skill can add its level to their Running<br>MP in personal combat (see Movement, p. 167), thereby gaining<br>a real advantage. 
Science;SCIENCE<br>Subskills: Any major scientific field (examples: Biology,<br>Chemistry, Mathematics, Physics and so on)<br> In the warlike future of the thirty-first century, scientific<br>advancement may have slowed to a crawl, but humankind’s<br>understanding of the sciences was never truly lost. The Science<br>Skill refl ects extensive academic and hands-on knowledge of<br>a particular fi eld of major science such as Biology, Chemistry,<br>Metallurgy and so on, that is not covered by an existing<br>Technician Skill.<br>Science Skill Checks are used only to resolve tasks that fall<br>within the character’s fi eld of scientifi c study , but that are not<br>adequately represented by the other Skills in this chapter. As<br>with Career and Interest Skills, if the character possesses another<br>Skill that better fi ts a given situation, use that Skill instead (even<br>if it is of a lower level). For example, a doctor confronted with a<br>badly injured patient cannot use his Level 3 Science/Biology Skill<br>in place of his Level 1 Surgery Skill. On the other hand, a doctor<br>may use Science/Chemistry to identify the nature of a toxin<br>found in his patient’s bloodstream during a routine exam.<br> The gamemaster ultimately decides if a particular task can<br>be resolved using the Science Skill, or must be resolved with<br>another Skill or Attribute Check.
