Natural Aptitude;NATURAL APTITUDE [CHARACTER]<br>Trait Type [TP Score]: Positive, Multiple [+3 or +5 TP]<br>A character with the Natural Aptitude Trait has an affinity for<br>a particular Skill (or, when applicable, a particular Subskill) that<br>goes beyond mere training. Though a character may possess<br>multiple Natural Aptitude Traits, the number of these may not<br>exceed the character’s INT Attribute. The TP score for this Trait<br>depends on the Skill’s complexity, with a +3 TP Natural Aptitude<br>applying to non-Tiered Basic (CB or SB) Skills, and +5 TP Natural<br>Aptitude applying to Advanced (CA or SA) and/or Tiered Skills.<br> In game play, the Skill Check for any Natural Aptitude Skill<br>in which the character has any levels (including Level 0) are<br>rolled using the best two dice of 3D6, rather than a normal<br>2D6. This same best-of-three rule applies to untrained Skill<br>Checks as well.
Pain Resistance;PAIN RESISTANCE [CHARACTER]<br>Trait Type [TP Score]: Positive [+3 TP]<br>A character with the Pain Resistance Trait has an exceptional<br>ability to ignore more pain than others. While this Trait does<br>not reduce the damage infl icted against the character, it does<br>reduce all Injury modifi ers (to Action Checks and movement<br>eff ects) by 1 point (to a minimum of 0), and allows characters<br>to ignore the Stun eff ect for any injuries sustained as long as<br>the character has sustained less than his BOD score in standard<br>damage, including those from Fatigue damage points.
Patient;PATIENT [CHARACTER]<br>Trait Type [TP Score]: Positive, Opposed [+1 TP]<br>A character with the Patient Trait has better focus and self-<br>control, even in high-pressure situations that might force others<br>to haste. In game play, characters with this Trait apply a +1<br>modifi er to all rolls for Skill and Attribute Checks that require a<br>signifi cant amount of time and focus (such as any Skill or action<br>classifi ed as Complex). In addition, the character may accumulate<br>a maximum +4 roll modifi er for Careful Aim, and may double<br>any positive modifi ers for taking extra time on complex tasks,<br>refl ecting the character’s focus and perseverance.<br> The Impatient Trait opposes the Patient Trait. If a character<br>with Patient receives or purchases Impatient (or vice versa),<br>the Traits cancel each other out.
Phenotype;PHENOTYPE [CHARACTER]<br>Trait Type [TP Score]: Neutral, Restricted [0 TP]<br>Technically, all characters receive a phenotype upon<br>creation, but unless the character in question is a Clan<br>trueborn, the only option available in A Time of War is defined<br>simply as “normal human”. Trueborn Clansmen, however, have<br>been eugenically bred toward other phenotypes as well,<br>and must select the Aerospace, Elemental or MechWarrior<br>phenotypes for their characters. This Phenotype Trait has no<br>TP score, but all characters must possess one and only one<br>phenotype. If a character has no Phenotype Trait assigned, he<br>or she is presumed to be a normal human.<br> The Phenotype Trait Table identifi es the properties of<br>each phenotype. Each phenotype provides free modifiers to<br>the character’s base Attributes, which are applied after the<br>character has spent XP on these Attributes, but which may not<br>exceed the listed Attribute maximums (shown in parentheses)<br>for that phenotype. For example, a trueborn Elemental<br>receives an additional +2 Attribute points in Strength, but<br>cannot exceed STR 9 (10 with an Exceptional Attribute), even<br>with these bonus points. Additional Bonus Traits are provided<br>as well (if any), which cost the character no XPs when taken<br>with the phenotype.<br>Etc... See p.121
Poison Resistance;POISON RESISTANCE [CHARACTER]<br>Trait Type [TP Score]: Positive [+2 TP]<br>A character with the Poison Resistance Trait is blessed with a<br>metabolism that is particularly resistant to poisons and toxins,<br>including alcohol, narcotics and other chemicals. This Trait applies<br>a +2 modifi er to all Attribute Checks made to resist the effects of<br>poisons, drugs and alcohol.
Poor Hearing;POOR HEARING [CHARACTER]<br>Trait Type [TP Score]:Negative, Opposed [–5 to –1 TP]<br> A character with the Poor Hearing Trait suffers from<br>hearing loss due to a birth defect or later injury.<br>The severity of this condition varies with the Trait’s<br>TP score; a –1 TP Poor Hearing Trait represents minor<br>hearing loss, while a –5 TP Poor Hearing translates<br>to complete deafness (in both ears). In game terms,<br>the TP score for this Trait is applied as a roll<br>modifier to any hearing-based Action Checks. The<br>character also suff ers a personal combat Initiative<br>roll modifier equal to half the Trait’s score (rounding<br>down), refl ecting his difficulty in picking up vital<br>cues in the midst of personal combat.<br> Etc...See p.122
Poor Vision;POOR VISION [CHARACTER]<br>Trait Type [TP Score]: Negative, Opposed [–9 to –2 TP]<br>A character with the Poor Vision Trait has bad eyesight due to<br>a birth defect or later injury. The severity of this condition varies<br>with the Trait’s TP score; a –2 TP Poor Vision Trait represents<br>minor loss of visual acuity (including night blindness or color<br>blindness), while a –9 TP Poor Vision translates to total blindness<br>(in both eyes). The character with this Trait suff ers half its TP<br>score (rounded down) as a modifi er to any vision-based<br>Action Checks or personal combat Initiative rolls. For<br>example, a character with a –3 TP Poor Vision Trait suffers a<br>–2 roll modifi er (–3 ? 2 = –1.5, rounded down to –2) when<br>attempting to make out a target or object details, or roll<br>Initiative in personal combat.<br>Etc...See p.122
Property;PROPERTY [CHARACTER (IDENTITY)]<br>Trait Type [TP Score]: Positive, Multiple [+1 to +10 TP]<br>A character with the Property Trait holds land (or other real<br>estate) that provides a steady source of income. The amount<br>of land owned by the character depends on the Trait’s TP<br>score as indicated in the Property Trait Table below, which also<br>shows the annual income the property may generate for the<br>character (determined at the end of the year). Note that these<br>are averages only, and can vary wildly from faction to faction<br>and world to world. Any character with at least one level of<br>Wealth may possess a Property Trait up to a score of +5 TP.<br>Above that point, characters may only possess Property Traits<br>with a TP score equal to (or less than) their current Title Trait<br>level (if any).<br>Etc... See p.123
Rank;RANK [CHARACTER (IDENTITY)]<br>Trait Type [TP Score]: Positive, Multiple [+1 to +15 TP]<br>A character with the Rank Trait holds an official position in<br>a military, paramilitary, police or intelligence organization.<br>The TP score for this Trait indicates the level of authority the<br>rank carries, with ranks identifi ed by the letter “E” reflecting<br>enlisted ranks (E1, E2, E3 and so forth), and those noted by the<br>letter “O” refl ecting offi cer ranks (O1, O2, O3 and so forth). Officer<br>ranks may not be selected by characters that have not also taken<br>the Offi cer Skill Field.<br>Etc... See p.123
Reputation;REPUTATION [CHARACTER (IDENTITY)]<br>Trait Type [TP Score]: Flexible, Multiple [–5 to +5 TP]<br>A character with a Reputation Trait is famous (or infamous) for<br>some reason or other, and may be easily recognized far and wide<br>by admirers and enemies alike. The Reputation Trait Table loosely<br>defi nes the extent of a character’s Reputation, based on the Trait’s<br>TP score. Positive-TP Reputations refl ect fame and (generally)<br>admiration, while negative-TP Reputations refl ect stigmas, infamy<br>and outright hatred.
Sixth Sense;SIXTH SENSE [CHARACTER]<br>Trait Type [TP Score]: Positive [+4 TP]<br>A character with the Sixth Sense Trait has a special intuition<br>that tends to off er inexplicable insight into unusual or<br>dangerous situations—a gut instinct that goes beyond reason.<br> Such characters receive a +3 roll modifi er to Perception Skill<br>Checks made to determine whether they are surprised, and<br>may also receive further “feelings” of imminent danger at the<br>gamemaster’s discretion.<br> A Sixth Sense feeling isn’t as accurate or well honed as<br>a radar blip, but is instead more of a general sense that<br>something is amiss. If a particularly deadly peril is looming, the<br>gamemaster may allow a character with Sixth Sense to make<br>a Perception Check, with a roll modifi er applied based on the<br>relative distance (in time or space) of the approaching danger.<br> A successful roll gives the Sixth Sense character a feeling that<br>“something’s not right,” while a roll with a signifi cant MoS may<br>impress the charater with a more accurate sense that the<br>enemy will attack soon (but with no solid idea of how many or<br>from where the assault might come).
Slow Learner;SLOW LEARNER [CHARACTER]<br>Trait Type [TP Score]: Negative, Opposed [–3 TP]<br>A character with the Slow Learner Trait has difficulty picking<br>up and improving Skills compared to other characters of<br>equal intelligence. Slow Learner increases the experience cost<br>for Skills by 10 percent during character generation (see p. 85)<br>and Skill advancement (see p. 333).<br> The Fast Learner Trait opposes the Slow Learner Trait. If a<br>character with Slow Learner receives or purchases Fast Learner<br>(or vice versa), the Traits cancel each other out.
Tech Empathy;TECH EMPATHY [CHARACTER]<br>Trait Type [TP Score]: Positive, Opposed [+3 TP]<br>A character with the Tech Empathy Trait has an intuitive<br>knack for gadgetry that goes beyond mere training. A<br>character with this Trait can grasp the concept of operating<br>technological systems faster than others, resulting in a 10<br>percent decrease to the XP costs for raising or purchasing any<br>Technician Skill. In addition, characters with this Trait receive<br>a +1 roll modifi er for using any equipment with a Tech Rating<br>of B or higher in non-combat situations (such as using the<br>Computers Skill or any Technician Skill when not in the midst<br>of raging crossfi re).<br> The Gremlins Trait opposes the Tech Empathy Trait. If a<br>character with Tech Empathy receives or purchases Gremlins<br>(or vice versa), the Traits cancel each other out.
Thick-Skinned;THICK-SKINNED [CHARACTER]<br>Trait Type [TP Score]: Positive, Opposed [+1 TP]<br>A character with the Thick-Skinned Trait is especially<br>resistant to the eff ects of extreme temperatures. A character<br>with this Trait who is exposed to extreme temperatures (see<br>Weather Conditions, p. 236) receives an additional 10 degrees<br>of tolerance to extreme temperatures over that of a normal<br>person (and an additional 5 degrees to the extremes of the<br>“comfort zone”). In addition, any modifiers for extreme<br>temperatures that apply are divided by 2 (rounding down).<br> If a BOD Attribute Check to resist extreme temperature fails, the<br>character suff ers damage equal to 1 point of Fatigue times half<br>the roll’s MoF (rounded up). If the character falls unconscious, he<br>suff ers 1 point of BOD Attribute reduction for every additional 20<br>minutes of exposure (rather than 10).<br> The Thin-Skinned Trait opposes the Thick-Skinned Trait. If a<br>character with Thick-Skinned receives or purchases Thin-Skinned<br>(or vice versa), the Traits cancel each other out.
Title;TITLE/BLOODNAME [CHARACTER (IDENTITY)]<br>Trait Type [TP Score]: Positive, Multiple [+3 to +10 TP]<br>Most Inner Sphere states acknowledge hereditary peerage<br>that places individuals in the ruling class by accident of birth<br>and breeding rather than merit. While openly disparaging this<br>“nobility,” the Clans also place great stock in the bloodlines of their<br>warrior caste, essentially establishing their own form of familial<br>politics based on ancestry traceable to the Clan founders. For the<br>Inner Sphere and Clans alike, these titles—or Bloodnames—form<br>the basis of power and infl uence that have dominated the Inner<br>Sphere and Clan homeworlds alike since time immemorial.<br>Etc... See p.126
Toughness;TOUGHNESS [CHARACTER]<br>Trait Type [TP Score]: Positive, Opposed [+3 TP]<br>A character with the Toughness Trait is even less susceptible<br>to injury than his BOD Attribute may indicate. When sustaining<br>injury of any kind, a character with Toughness multiplies<br>any personal damage sustained by 0.75 (rounding up), and<br>multiplies any Fatigue suff ered from combat by 0.5 (rounding<br>normally, .5 rounds up).<br> The Glass Jaw Trait opposes the Toughness Trait. If a<br>character with Toughness receives or purchases Glass Jaw (or<br>vice versa), the Traits cancel each other out.
Thin-Skinned;THIN-SKINNED [CHARACTER]<br>Trait Type [TP Score]: Negative, Opposed [–1 TP]<br>A character with the Thin-Skinned Trait is especially susceptible<br>to the eff ects of extreme temperatures. A character with this Trait<br>who is exposed to extreme temperatures (see Weather Conditions,<br>p. 236) loses 10 degrees of tolerance to extreme temperatures<br>compared to that of a normal person (and also loses 5 degrees<br>from the extremes of the “comfort zone”). In addition, any<br>modifi ers for extreme temperatures that apply are multiplied by<br>2. If a BOD Attribute Check to resist extreme temperature fails,<br>the character suff ers damage equal to 2 points of Fatigue times<br>the roll’s MoF (rounded up). If the character falls unconscious, he<br>suff ers 1 point of BOD Attribute reduction for every additional 5<br>minutes of exposure (rather than 10).<br> The Thick-Skinned Trait opposes the Thin-Skinned Trait. If a<br>character with Thin-Skinned receives or purchases Thick-Skinned<br>(or vice versa), the Traits cancel each other out.
TDS;TDS — TRANSIT DISORIENTATION SYNDROME [CHARACTER]<br>Trait Type [TP Score]: Negative [–1 TP]<br>A character with Transit Disorientation Syndrome (TDS) <br>becomes violently ill after experiencing hyperspace<br>jumps—far more than is normal for most space-faring<br>people in the BattleTech universe. In game terms, the<br>character is treated as Stunned (see Personal Combat, p.<br>184) for a duration of 20 minutes after the jump (minus the<br>character’s BOD Attribute), and cannot “shake off ” these stun<br>eff ects until that much time has passed. For an additional<br>3D6 hours afterward, the character is nauseated, irritable<br>and disoriented, and suff ers a –1 roll modifier to all Action<br>Checks performed in this period.<br> If a character with TDS must endure a second hyperspace<br>jump while recovering from the fi rst, the character is knocked<br>out by the second jump for a period equal to the normal stun<br>duration (20 – BOD minutes), followed by another 24 + 4D6<br>hours of lingering nausea and disorientation that apply a –2<br>roll modifier to all Action Checks performed by the afflicted<br>character within that period.
Unattractive;UNATTRACTIVE [CHARACTER (IDENTITY)]<br>Trait Type [TP Score]: Negative, Opposed [–1 TP]<br>A character with the Unattractive Trait is physically repulsive in<br>some way, be it from a deformity, scarring, an obnoxious voice,<br>or even terrible fashion sense. This ugliness makes the character<br>hard for others to stomach. Characters with this Trait receive a<br>–2 modifi er to Skill and Attribute rolls where the character’s CHA<br>Attribute is a factor. Unlike Attractiveness, this modifier applies<br>regardless of gender.<br> The Attractive Trait opposes the Unattractive Trait. If a character<br>with Unattractive receives or purchases Attractive (or vice versa),<br>the Traits cancel each other out unless the Unattractive Trait is<br>specifi cally assigned to one of the character’s aliases (in which<br>case, Unattractive is treated as an identity-dependent Trait; see<br>Alternate ID, p. 108).
Unlucky;UNLUCKY [CHARACTER]<br>Trait Type [TP Score]: Negative [–10 to –2 TP]<br>A character with the Unlucky Trait seems to have the universe<br>itself as an enemy, cursed with such bad karma that even the<br>most mundane tasks might go horribly awry without warning. In<br>game play, the gamemaster uses the character’s Unlucky Trait as<br>an EDG Trait against the unlucky character, either by forcing the<br>character to reroll an Action Check or modifying the result of an<br>Action Check roll by burning the character’s Unlucky Trait “points”<br>in the same way EDG points are burned (see Edge in Basic Game<br>Play, p. 42). The number of these “anti-EDG” points a character<br>has depends on the Trait’s TP score as shown in the Unlucky Trait<br>Table. These points regenerate every game session, unlike the<br>character’s own EDG, which may take longer to rebuild after use.<br> Gamemasters should be careful not to abuse this Trait, especially<br>when the outcome of a roll could mean the diff erence between life<br>and death for the character. Use of this Trait must also be restricted<br>to any rolls that aff ect the unlucky character directly, rather than<br>the fates of his teammates. Finally, if the unlucky character has<br>burned any of his own EDG at the same time the gamemaster<br>uses the Unlucky Trait against him, the unlucky character can<br>make a special Single Attribute Check against his EDG score. If<br>successful, the character instantly regenerates 1 point of EDG as<br>karma attempts to balance itself out.
Vehicle;VEHICLE LEVEL [VEHICLE]<br>Trait Type [TP Score]: Positive, Multiple [+1 to +12 TP]<br>A character with the Vehicle Trait begins play with an assigned<br>vehicle—a BattleMech, IndustrialMech, Combat Vehicle,<br>Conventional Fighter, Aerospace Fighter, Battlesuit or ProtoMech.<br>(Other vehicles, such as Support Vehicles, may be purchased<br>as equipment at the end of character creation; see Purchasing<br>Equipment, p. 91.) This Trait’s TP score indicates the weight class of<br>vehicle a character receives, as shown in the General Vehicle Trait<br>Table; with an increase of 2 TP, the character can also elect to own<br>the desired vehicle, to reflect a machine he previously purchased<br>outright (before spending C-bills in character creation) or received<br>as an heirloom. The vehicle ownership option is not available to<br>Clan characters who remain in the Clans, as all vehicles belong to<br>the character’s Clan and so can be assigned as the Clan sees fit.<br> The Vehicle Trait does not defi ne the exact model of a<br>character’s vehicle. For that, see the Custom Vehicle Trait (see<br>p. 112), or determine the model by using the Random Unit<br>Assignment Table (on pp. 130-135).<br> Vehicle Traits are identity-based and must be assigned to one<br>of the character’s aliases if the character has an Alternate ID (see<br>Alternate ID, p. 108). A character with multiple Vehicle Traits must<br>distribute them among all aliases as appropriate, but a given<br>identity can have any number of Vehicle Traits (of any value).
Wealth;WEALTH [CHARACTER (IDENTITY)]<br>Trait Type [TP Score]: Flexible, Multiple [–1 to +10 TP]<br> A character with the Wealth Trait begins play with more—or, in<br>some unfortunate cases, far less—than the 1,000 C-bills of starting<br>cash most characters receive to purchase personal equipment and<br>such at the end of character creation (see Purchasing Equipment,<br>p. 91). The Wealth Trait Table indicates how much starting cash<br>the character receives based on the TP score of this Trait, but does<br>not establish the equipment ratings the character may access, nor<br>does it establish any pay rates or extra income a character may<br>receive during game play. Any unspent money may be carried<br>over into general game play for later use.<br> Wealth Traits are identity-based and must be assigned to one<br>of the character’s aliases if the character has an Alternate ID (see<br>Alternate ID, p. 108). A character with multiple Wealth Traits must<br>distribute them among all aliases as appropriate, with a maximum<br>of one Wealth Trait (of any value) per identity.
